manifest_index,sample_id,split,question,question_sha256,answer_text,answer_int,file_name,image_sha256,image_size_bytes,metadata_width,metadata_height,actual_width,actual_height,image_format,dataset_revision
955,holocount_relative_canonical_orientation_00066,Relative Canonical Orientation,"How many canisters are there in the region <bbox>396 164 627 288</bbox>? Note: Bounding box format is [x_min, y_min, x_max, y_max], normalized to [0, 1000].",2a18edd5483eb79fe3761d43f9889e2df510f65710df90ed408184450120027e,3,3,images/holocount_relative_canonical_orientation_00066.jpg,f42e2c658a0e0261a0475b0312f6771cc45380f9ff6756784eb6b9bb2ca169b9,213491,480,640,480,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
956,holocount_relative_canonical_orientation_00067,Relative Canonical Orientation,"How many orange (fruit)s are there in the region <bbox>700 331 1000 612</bbox>? Note: Bounding box format is [x_min, y_min, x_max, y_max], normalized to [0, 1000].",ec05dc167df2c0038bb84079b4c688612ae3e7b2d6440c397c72c391228929b7,12,12,images/holocount_relative_canonical_orientation_00067.jpg,3f4f8df7d97104e87a9cd425c8e55bf905a9d49a795377746abba5995fa2ec62,237371,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
957,holocount_relative_canonical_orientation_00068,Relative Canonical Orientation,"How many horses are there in the region <bbox>532 458 700 592</bbox>? Note: Bounding box format is [x_min, y_min, x_max, y_max], normalized to [0, 1000].",2af805a056fad480f1e3e7da033ebef709bc6474fb9da64822e852ed10ccd504,2,2,images/holocount_relative_canonical_orientation_00068.jpg,0e4d104b0858a89a1936d63b05c026fab6e2d99e67d2976a61aa81fc00cf9fd2,114381,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
958,holocount_relative_canonical_orientation_00069,Relative Canonical Orientation,"How many shoes are there in the region <bbox>497 620 643 784</bbox>? Note: Bounding box format is [x_min, y_min, x_max, y_max], normalized to [0, 1000].",35ffa7de567c7973a64f734a6e7acc214029fb5bcfdc0e16aa604858286ef849,2,2,images/holocount_relative_canonical_orientation_00069.jpg,0adbd21b732c420475f78df989ea9743c042b84961b2a53c95042b8c2bf4c282,203016,640,402,640,402,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
959,holocount_relative_canonical_orientation_00070,Relative Canonical Orientation,"How many speaker (stero equipment)s are there in the region <bbox>309 44 525 303</bbox>? Note: Bounding box format is [x_min, y_min, x_max, y_max], normalized to [0, 1000].",e28605a9bd7160859c62d2f94c7c545b001ce5b4a01535e8a98a7fd8c0ccceef,2,2,images/holocount_relative_canonical_orientation_00070.jpg,d249a6a60978e895bfc43d541f7f4c94a1834b39a724fbcd1639778da9edc00a,53770,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
960,holocount_relative_canonical_orientation_00071,Relative Canonical Orientation,"How many pillows are there in the region <bbox>9 442 277 686</bbox>? Note: Bounding box format is [x_min, y_min, x_max, y_max], normalized to [0, 1000].",bcd0896848e1ee805ab68bb3374a20dcf5e15a402a1dc539e962d313efcbea21,3,3,images/holocount_relative_canonical_orientation_00071.jpg,a0f4c5e8a8dcf41bf6ba9280902d95f2666529f4dec14afc2a2c7b4883a00412,131155,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
961,holocount_relative_canonical_orientation_00072,Relative Canonical Orientation,"How many controls are there in the region <bbox>503 706 663 851</bbox>? Note: Bounding box format is [x_min, y_min, x_max, y_max], normalized to [0, 1000].",756acf142e96b97ad74d9a9173ec1459b9311c511adda3d52d00d51b24e6dd1c,2,2,images/holocount_relative_canonical_orientation_00072.jpg,0ae9a74c4836b9f127d47fea035b9267cbee8017c1df7c82f54a6c5ea297b65a,98297,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
962,holocount_relative_canonical_orientation_00073,Relative Canonical Orientation,"How many trash cans are there in the region <bbox>800 298 1000 648</bbox>? Note: Bounding box format is [x_min, y_min, x_max, y_max], normalized to [0, 1000].",462fa32abc5939b42e773fcd52651995a42d3adb92955c54283ddcc8dd78672a,2,2,images/holocount_relative_canonical_orientation_00073.jpg,6aa13275554e3cf6edde116d232af6d75fc4ea01ba16b1704ee1b7ab72ba8267,240245,640,425,640,425,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
963,holocount_relative_canonical_orientation_00074,Relative Canonical Orientation,"How many birds are there in the region <bbox>434 87 545 245</bbox>? Note: Bounding box format is [x_min, y_min, x_max, y_max], normalized to [0, 1000].",afffa6e12f426375fe80b9534a4c88cd4f308bc55bfe216c998c487ef6468e7c,2,2,images/holocount_relative_canonical_orientation_00074.jpg,61ee8eab263097a8f23efe9d6ff05e5c44544b8f171de88a40c2d6a52c7c6181,118449,500,356,500,356,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
964,holocount_relative_canonical_orientation_00075,Relative Canonical Orientation,"How many gloves are there in the region <bbox>602 621 717 709</bbox>? Note: Bounding box format is [x_min, y_min, x_max, y_max], normalized to [0, 1000].",d67a409fafb1371293723a69fbc24f647fd1ce411e2948d81d7b0719ed8c6529,2,2,images/holocount_relative_canonical_orientation_00075.jpg,7c755967a5a0f7438a98f2acd4bbfbb705f8d441782862564968747c466bdf54,235428,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
965,holocount_relative_canonical_orientation_00076,Relative Canonical Orientation,"How many baseball bats are there in the region <bbox>118 338 335 760</bbox>? Note: Bounding box format is [x_min, y_min, x_max, y_max], normalized to [0, 1000].",d23f21bd80b6a1c8b22bfc84e1e604dd8c64f7f4235b702a55d713bbe19cb634,4,4,images/holocount_relative_canonical_orientation_00076.jpg,85de90f5da74a06ada2411828c36594e929fa822d8662eef121ba33674e82310,97439,640,426,640,426,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
966,holocount_relative_canonical_orientation_00077,Relative Canonical Orientation,"How many wheels are there in the region <bbox>146 728 289 867</bbox>? Note: Bounding box format is [x_min, y_min, x_max, y_max], normalized to [0, 1000].",45f9543451420e780af81ca38c8bcf0904fdc7d73e003356219b9be813cef5d1,2,2,images/holocount_relative_canonical_orientation_00077.jpg,0d0f70784139740ad6616d02d462d9a0e1610a8c7d83b825fea6ff21ce408506,281335,640,408,640,408,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
967,holocount_relative_canonical_orientation_00078,Relative Canonical Orientation,"How many bottles are there in the region <bbox>541 365 787 516</bbox>? Note: Bounding box format is [x_min, y_min, x_max, y_max], normalized to [0, 1000].",a0208295c39c05da5f4bd2cb4e6c3ed7370b8f8ba531777d1485f9604c157cd0,3,3,images/holocount_relative_canonical_orientation_00078.jpg,52e7dd97e60e3668f2b3c7c6de9bffc027c82febde43ef0a4ed199729036b579,134246,478,640,478,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
968,holocount_coordinate_prompt_region_grounding_00001,Coordinate-Prompt Region Grounding,How many forks are there in left half of the image?,b48898b19bb36cd83227cc70c4e78d8a18ec128b222684bb49a55c9a783aff17,2,2,images/holocount_coordinate_prompt_region_grounding_00001.jpg,b4865f2d3de56001d72a95f5f0e7d07aa0b355b3b21acf7e5f356c09daba0490,264360,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
969,holocount_coordinate_prompt_region_grounding_00002,Coordinate-Prompt Region Grounding,How many poles are there in right half of the image?,5313c1ebcbd6690eb0ae7fa969869784a325ed1fbe8ca3e2927396b8873dd761,2,2,images/holocount_coordinate_prompt_region_grounding_00002.jpg,f962e1a9fc03577dbf716dfbf96f8e9b519807b59d5e25ae4718667f753daea4,173239,640,428,640,428,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
970,holocount_coordinate_prompt_region_grounding_00003,Coordinate-Prompt Region Grounding,How many drawers are there in right half of the image?,52029282c5f126234064eee5896958d5b43424916aa26fbba957a7201f069fc3,3,3,images/holocount_coordinate_prompt_region_grounding_00003.jpg,76ed99019ef00a75766b7e2010cf5a07163bc0c8b79295c827882e83c73d7759,166769,640,428,640,428,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
971,holocount_coordinate_prompt_region_grounding_00004,Coordinate-Prompt Region Grounding,How many spoons are there in right half of the image?,d2fcf2e89b003c7ac8ca80a250d9685f50b627e24bb1381a08933b85511ef373,2,2,images/holocount_coordinate_prompt_region_grounding_00004.jpg,010f35bee587d460fdf1934fb3b64b795f58c5223a0588b4d237271d69e54df7,160516,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
972,holocount_coordinate_prompt_region_grounding_00005,Coordinate-Prompt Region Grounding,How many drawers are there in bottom-right quadrant of the image?,70bce9702a04b8ea7f0d63a721de036653c76871323727d7cecf0434785aed1f,3,3,images/holocount_coordinate_prompt_region_grounding_00005.jpg,e43c4c05169c244b40b8eb8add3839749c556d3093e02041536c965b502f4fdf,103946,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
973,holocount_coordinate_prompt_region_grounding_00006,Coordinate-Prompt Region Grounding,How many paintings are there in left half of the image?,09a4c3ece9db94f79edf3743638fc3ec20976c8543293bda5620c6c305877c2a,3,3,images/holocount_coordinate_prompt_region_grounding_00006.jpg,3584396d7d7d1b8e83d0cbefda436ff44886554f780cde34090b52f865d04f31,190340,640,443,640,443,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
974,holocount_coordinate_prompt_region_grounding_00007,Coordinate-Prompt Region Grounding,How many gloves are there in top-right quadrant of the image?,c6d286070e0c6ac890b2075eac55053eb18991afe4e4e781e0946b45d1990528,2,2,images/holocount_coordinate_prompt_region_grounding_00007.jpg,5568d2f6ed23593105e2129db27368f236b958299622fca0028c52497691db1f,237563,476,640,476,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
975,holocount_coordinate_prompt_region_grounding_00008,Coordinate-Prompt Region Grounding,How many wheels are there in right half of the image?,e3f00b9adfe12a2bff4a9967f61c764f54e00b6ab6e57f646b677ec381f9aa4b,2,2,images/holocount_coordinate_prompt_region_grounding_00008.jpg,d00c7d42bde7d3410a88c19bd7b682af985269ae5a3cbc5129c40c099fd42ab1,249075,640,321,640,321,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
976,holocount_coordinate_prompt_region_grounding_00009,Coordinate-Prompt Region Grounding,How many car (automobile)s are there in bottom-right quadrant of the image?,b70e7e3170bbcaf205a5534dbe6c22c7aeaa257892273d66a8bd5def1034cf8b,2,2,images/holocount_coordinate_prompt_region_grounding_00009.jpg,d89aecc82005429948d614727b237463e1eefcfa199b237d3b13d5aeb2ba8d25,222313,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
977,holocount_coordinate_prompt_region_grounding_00010,Coordinate-Prompt Region Grounding,How many traffic lights are there in left half of the image?,48856deef88a50217d0acfffc55a02aa67ae29b1c44da49de090e38333b57369,2,2,images/holocount_coordinate_prompt_region_grounding_00010.jpg,e4d09ae87adc5faac0bdccddd335d585ceaf682d39f928b20c02c8804da4567e,42645,500,325,500,325,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
978,holocount_coordinate_prompt_region_grounding_00011,Coordinate-Prompt Region Grounding,How many wine bottles are there in right half of the image?,3f2d78f9dcc484b23fca103ddaf0d34de88ffb1bcb4bf3a59aae9712eaabe633,3,3,images/holocount_coordinate_prompt_region_grounding_00011.jpg,81d49dca13a1724cae829f1c8da0451e4bc57e5f4d1ae87a4b7e00baee508fa0,245744,480,640,480,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
979,holocount_coordinate_prompt_region_grounding_00012,Coordinate-Prompt Region Grounding,How many statue (sculpture)s are there in bottom half of the image?,bb49b0b958e62b66d3607c4cac3ed0564709972e3b50202ff986f3b77c6ba37d,3,3,images/holocount_coordinate_prompt_region_grounding_00012.jpg,09160fa1bf6465308447a02ae32bcdb0248353cd76fb8f152bcf9e71f8d907a2,207234,480,640,480,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
980,holocount_coordinate_prompt_region_grounding_00013,Coordinate-Prompt Region Grounding,How many egg yolks are there in bottom-right quadrant of the image?,bd2ff4a1486a975ebc6fc4a2b1211ff3c877ad89867097ebccf7aa84e8ee6fcb,2,2,images/holocount_coordinate_prompt_region_grounding_00013.jpg,4ce4e521d0717fb7637a2580a7b18a7daec822881951892f803d4084fb9aeb63,219392,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
981,holocount_coordinate_prompt_region_grounding_00014,Coordinate-Prompt Region Grounding,How many birthday cakes are there in bottom-right quadrant of the image?,f63c4a0e1cafd631a177854aa108d440109d1d42e7792b996e700b3d2dba3481,2,2,images/holocount_coordinate_prompt_region_grounding_00014.jpg,ee147ba18d032af76c837f7e8d67fea415b871209eeec436091058dab0981c30,221090,500,500,500,500,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
982,holocount_coordinate_prompt_region_grounding_00015,Coordinate-Prompt Region Grounding,How many motorcycles are there in bottom-left quadrant of the image?,3a56cd17998b9def20eedaf9cccdea3fb41adda7163fb3ea454613414bbe271b,2,2,images/holocount_coordinate_prompt_region_grounding_00015.jpg,5a7065a327367c54ba527d320d31ffaf593312049977c6b67c55620bbe100b9a,171548,500,407,500,407,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
983,holocount_coordinate_prompt_region_grounding_00016,Coordinate-Prompt Region Grounding,How many drawers are there in bottom half of the image?,e55e2be35eb360eeb59b7c0eff6fda665a8fe88fbd3624767f04f496fa199bad,4,4,images/holocount_coordinate_prompt_region_grounding_00016.jpg,2a62923f7af69074bf3db9e29cf417449953c42773d3baa25c58d77cc4448b37,158050,640,428,640,428,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
984,holocount_coordinate_prompt_region_grounding_00017,Coordinate-Prompt Region Grounding,How many socks are there in bottom-left quadrant of the image?,397d354cb183c04e557802bcb2a3a2152b9b83cd7168466648067b066969f6ee,2,2,images/holocount_coordinate_prompt_region_grounding_00017.jpg,ad8fc223b44d749d61c10f3675035c5abb7da669b9152dcd8aefc7878cd3ee0b,142694,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
985,holocount_coordinate_prompt_region_grounding_00018,Coordinate-Prompt Region Grounding,How many goggleses are there in left half of the image?,154b52b8b5cd8677be72386c9857990829f5fc1a5e560e79bb94fe7e9fd83821,2,2,images/holocount_coordinate_prompt_region_grounding_00018.jpg,270c65a921565756b7c5231d727170a079e6c63376c1add62e72d3b0176f1504,184544,640,426,640,426,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
986,holocount_coordinate_prompt_region_grounding_00019,Coordinate-Prompt Region Grounding,How many birds are there in right half of the image?,1baaa6e28b6133a2991a598152951fee20e8fa08f1b44d82d12b9c2ec5848c02,2,2,images/holocount_coordinate_prompt_region_grounding_00019.jpg,e003dc86e772ac77a4a2ee1acbc55f14b55a35edef860e9866b26751bdfab107,129332,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
987,holocount_coordinate_prompt_region_grounding_00020,Coordinate-Prompt Region Grounding,How many bus (vehicle)s are there in left half of the image?,f0d70315b7f1ac28cdf99435aeea10755c6cfbd3c7653959bd1a733f1160ea05,3,3,images/holocount_coordinate_prompt_region_grounding_00020.jpg,7de1c1d13955aa28c663a974744c5c08a9ac4d5e5e1669575b63c58eda297986,169698,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
988,holocount_coordinate_prompt_region_grounding_00021,Coordinate-Prompt Region Grounding,How many motor scooters are there in right half of the image?,bdf00f8c3b00493da909d5b550d25538744a8faffe62c9136af7d94b2ab676b9,3,3,images/holocount_coordinate_prompt_region_grounding_00021.jpg,3117fe8914f687936c41b5e0f5ac380f02f481cff72ead1a2f6238bd6a758959,128220,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
989,holocount_coordinate_prompt_region_grounding_00022,Coordinate-Prompt Region Grounding,How many shirts are there in left half of the image?,ce7af82a22f95a19897d68732483e6e9dbc9f00200c1db8ae4890e1525902e35,2,2,images/holocount_coordinate_prompt_region_grounding_00022.jpg,f990b561e682a7a35b7711c3ee41770eb972da5dbf670d7aa172516ea9d34b54,279956,640,640,640,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
990,holocount_coordinate_prompt_region_grounding_00023,Coordinate-Prompt Region Grounding,How many shoes are there in bottom-right quadrant of the image?,316d627d3e7bd0bc760a3bbd3f56ea491603da7838a0bcc9af8df1c1328b16c9,2,2,images/holocount_coordinate_prompt_region_grounding_00023.jpg,0b8dcab5123e6069866e1d350a87d5aa952c989983ceac9a0b109d69a74c6fcb,139985,640,320,640,320,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
991,holocount_coordinate_prompt_region_grounding_00024,Coordinate-Prompt Region Grounding,How many persons are there in left half of the image?,18fe3141257385a5467da1d46c7d29f8a0a79951fa16e2ee571cc0e24ae3d212,2,2,images/holocount_coordinate_prompt_region_grounding_00024.jpg,dbc15b29153c110a24f654eabecc8c020be2bafc221ee19a98192c31508e109c,156343,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
992,holocount_coordinate_prompt_region_grounding_00025,Coordinate-Prompt Region Grounding,How many surfboards are there in top half of the image?,85c9e8dfbcaf62244a03b2ee1e271e66a3b2f717abe17029e71bc494fd091dac,3,3,images/holocount_coordinate_prompt_region_grounding_00025.jpg,8cabe36eb297ae9e2a2577ca885479c3e6f57a6cab0b8a23ffa66639752157a8,123498,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
993,holocount_coordinate_prompt_region_grounding_00026,Coordinate-Prompt Region Grounding,How many wine bottles are there in right half of the image?,3f2d78f9dcc484b23fca103ddaf0d34de88ffb1bcb4bf3a59aae9712eaabe633,2,2,images/holocount_coordinate_prompt_region_grounding_00026.jpg,0fd736fd725c61b133a2d2889b029fb0a342e922ccb3ce4a2f3a50fdb4c119be,109987,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
994,holocount_coordinate_prompt_region_grounding_00027,Coordinate-Prompt Region Grounding,How many neckties are there in left half of the image?,f5a93527f1b454117f85f17984b937278f86abc8d226f241f3256f2c1ef9e691,2,2,images/holocount_coordinate_prompt_region_grounding_00027.jpg,d60241eb2d84326ee0a128bf2c0e6a5532b58987f6554fbb6751a63597da26d7,132833,640,425,640,425,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
995,holocount_coordinate_prompt_region_grounding_00028,Coordinate-Prompt Region Grounding,How many ski boots are there in bottom-left quadrant of the image?,16c3b2137fc692e9fdfebbdafe1095cd995088756bfd873a7016a352f45090a4,2,2,images/holocount_coordinate_prompt_region_grounding_00028.jpg,ba6a82f8716e2eedf05beefc735ca041a7d6857789337832dd756f94bb17233f,252189,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
996,holocount_coordinate_prompt_region_grounding_00029,Coordinate-Prompt Region Grounding,How many straw (for drinking)s are there in right half of the image?,262a867033bce25b6bc32b930731f71a4b522b5965183b49e227b532e0a06fe3,2,2,images/holocount_coordinate_prompt_region_grounding_00029.jpg,904a24bd0e8bd23611aa617f45378d91801aa53e41ba5555d4429e2ce369d225,122419,427,640,427,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
997,holocount_coordinate_prompt_region_grounding_00030,Coordinate-Prompt Region Grounding,How many cork (bottle plug)s are there in right half of the image?,6c22a54371bbb27608e5118e4d073299b1576d196c4cf5914896713c1560453d,2,2,images/holocount_coordinate_prompt_region_grounding_00030.jpg,0919e3cc4772bcb64fec21e91bab5f6c860d49f7e481e5fa5565b2db28880315,148192,480,640,480,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
998,holocount_coordinate_prompt_region_grounding_00031,Coordinate-Prompt Region Grounding,How many pillows are there in right half of the image?,a72467f3725df326d265c78de06a40a29c8889e6f0875fb40674d9406877915e,2,2,images/holocount_coordinate_prompt_region_grounding_00031.jpg,35d8c67066e3e3fcbd96e2f21361c3e26be7fe0fd1c2557707a5400731df756c,152777,612,612,612,612,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
999,holocount_coordinate_prompt_region_grounding_00032,Coordinate-Prompt Region Grounding,How many airplanes are there in left half of the image?,cbf6c36da25b63b6165eb1d58971d1a9fbbbbab6296fe45c6641a2cbff06e550,2,2,images/holocount_coordinate_prompt_region_grounding_00032.jpg,61f778bc3020d79b1356fa5d482737a8a5c029577924b29cd0db9dc7af37ca51,152306,640,428,640,428,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
1000,holocount_coordinate_prompt_region_grounding_00033,Coordinate-Prompt Region Grounding,How many birds are there in left half of the image?,766f3f3f2ae92f36031dcdf3d47f1e5b4d70e050cd83fa891c6dfaf7b85073b2,4,4,images/holocount_coordinate_prompt_region_grounding_00033.jpg,3f99b1de07362d40264170cea285e33162c661c27ae9b16a11415fe172b5bbe9,292606,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
1001,holocount_coordinate_prompt_region_grounding_00034,Coordinate-Prompt Region Grounding,How many zebras are there in right half of the image?,556726c0ff88a6ac68f666d0c366a81f0050d727abaccd000cb3d0f0576086aa,2,2,images/holocount_coordinate_prompt_region_grounding_00034.jpg,1546197c0d578d2af0770287f54d3030c1020f2f0c74cec275c9fb74b7b3ac16,218949,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
1002,holocount_coordinate_prompt_region_grounding_00035,Coordinate-Prompt Region Grounding,How many necklaces are there in top half of the image?,989dc2f6d61778b425a1644d210ab0c6c0671965450034f2576217f85068b530,2,2,images/holocount_coordinate_prompt_region_grounding_00035.jpg,f3247a56b457942d6a1237338f64949f410361471634b5610f348dfbc6641be6,156569,479,640,479,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
1003,holocount_coordinate_prompt_region_grounding_00036,Coordinate-Prompt Region Grounding,How many cones are there in left half of the image?,ed270eeedf9b4b410a60729ebb2dd770ad9a531f34476c5d1225436bdca4591a,2,2,images/holocount_coordinate_prompt_region_grounding_00036.jpg,ef097f8d7833a93113aeebda242345e2910f9cb5a7797424bcbf30df1b5ac154,260336,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
1004,holocount_coordinate_prompt_region_grounding_00037,Coordinate-Prompt Region Grounding,How many curtains are there in top-left quadrant of the image?,dc1ded08c7d3be770f0a172d52a832b97c6b82ef2f6bce1ad9ce79f13db468f0,2,2,images/holocount_coordinate_prompt_region_grounding_00037.jpg,7fa54e831db691501bd0eebfbfe3970d1b82d6b1cae86fcac654bebde9e97173,117248,500,375,500,375,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
1005,holocount_coordinate_prompt_region_grounding_00038,Coordinate-Prompt Region Grounding,How many air conditioners are there in top-right quadrant of the image?,d825b9f41fb3c93a8f7fda7f81ee37d5402ad22e3c3845039e1b4ada6c8a8799,2,2,images/holocount_coordinate_prompt_region_grounding_00038.jpg,263fdc6c5db3d36d10e21eb429601b8b94b4bc8bc8c911ae612e8693d879262c,218220,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
1006,holocount_coordinate_prompt_region_grounding_00039,Coordinate-Prompt Region Grounding,How many socks are there in left half of the image?,d892acb0d74bbc1bbb150f7779c94400a8d052e687f7b0cde0167617c2ad7063,4,4,images/holocount_coordinate_prompt_region_grounding_00039.jpg,644e4f53a3d74fba6df91eb92f56e29527440f2502beac6dbbc4d279d8ca77e7,219185,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
1007,holocount_coordinate_prompt_region_grounding_00040,Coordinate-Prompt Region Grounding,How many lampshades are there in left half of the image?,2bbac5203bae8fb944355a1f100d172a99e298ae68a7c3e635731509f8388525,2,2,images/holocount_coordinate_prompt_region_grounding_00040.jpg,593f48edb23a6283c308e0bb532b00da1f43d172abf893eb3c517dda1ace92b2,160279,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
1008,holocount_coordinate_prompt_region_grounding_00041,Coordinate-Prompt Region Grounding,How many forks are there in left half of the image?,b48898b19bb36cd83227cc70c4e78d8a18ec128b222684bb49a55c9a783aff17,3,3,images/holocount_coordinate_prompt_region_grounding_00041.jpg,e0ee1114e9c00d72d9da80b475ccd85ce0726682e5f09560673c2257c7ba060e,104206,640,426,640,426,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
1009,holocount_coordinate_prompt_region_grounding_00042,Coordinate-Prompt Region Grounding,How many giraffes are there in left half of the image?,a2828eac84e3c04dae597ce748a2e44af061b7d627ab1790e55494c1ba0c8884,2,2,images/holocount_coordinate_prompt_region_grounding_00042.jpg,a931183969972393d78befcd94b47c32544fcd1f5f80e333ce0f857bf28f66dc,196563,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
1010,holocount_coordinate_prompt_region_grounding_00043,Coordinate-Prompt Region Grounding,How many goggleses are there in top half of the image?,d729117c4045aa69a8b1b0f8821783e39b1ba72fc167b2de5bd35417d2d8ee7d,2,2,images/holocount_coordinate_prompt_region_grounding_00043.jpg,6cd5da91712b4541fb39e6288e9eb63c0a2958d9a9e18b70647a579d6fbbefbd,112861,500,375,500,375,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
1011,holocount_coordinate_prompt_region_grounding_00044,Coordinate-Prompt Region Grounding,How many tennis rackets are there in top half of the image?,94190c50815d0f7941d405763e18effe982936a03175602ae3f0d06e771ea6a1,2,2,images/holocount_coordinate_prompt_region_grounding_00044.jpg,8b76a90509ef2ba2b902e9094e59d1d21e27317f84baaabeb0f2b2dc81bab1c8,155693,640,426,640,426,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
1012,holocount_coordinate_prompt_region_grounding_00045,Coordinate-Prompt Region Grounding,How many cowboy hats are there in right half of the image?,6176cfa7bc0a1f740c9a6fcc2fef3ec70b4d36625ce7633659f7df7924f15ddb,2,2,images/holocount_coordinate_prompt_region_grounding_00045.jpg,4b351d7e930a389d2e75f0c4294922420411bad2eda189cbd71f6e7bdcc3c4ad,260045,427,640,427,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
1013,holocount_coordinate_prompt_region_grounding_00046,Coordinate-Prompt Region Grounding,How many cellular telephones are there in top half of the image?,8da5da8099697e3947b236e30f761512b7334ad9218eb486ba31649f437f1593,2,2,images/holocount_coordinate_prompt_region_grounding_00046.jpg,36d1a06bffdcd2901cc07f2acb75f7fc588f5a131f08714b530e40fb9e845f6a,145438,367,500,367,500,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
1014,holocount_coordinate_prompt_region_grounding_00047,Coordinate-Prompt Region Grounding,How many wall sockets are there in left half of the image?,fd793a6b44313758eae2471bf27f04fe8ef36c5ed665415716ef9a4edd3a7377,2,2,images/holocount_coordinate_prompt_region_grounding_00047.jpg,d86dcdf44cde005c60f7ef68afc3cc93fec86820336aaa0f073b8a3fe33ce530,77153,640,425,640,425,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
